event_time_s,label
6.080000,pinch
7.380000,pinch
8.460000,pinch
9.700000,pinch
10.940000,pinch
11.940000,pinch
13.100000,pinch
14.060000,pinch
16.200000,pinch
17.840000,pinch
19.520000,pinch
20.960000,pinch
22.400000,pinch
23.660000,pinch
25.460000,pinch
26.980000,pinch
28.660000,pinch
30.220000,pinch
31.820000,pinch
33.360000,pinch
34.980000,pinch
36.680000,pinch
38.260000,pinch
39.860000,pinch
41.780000,pinch
43.360000,pinch
44.900000,pinch
46.640000,pinch
48.240000,pinch
49.860000,pinch
51.420000,pinch
53.120000,pinch
54.980000,pinch
56.660000,pinch
58.560000,pinch
60.200000,pinch
61.800000,pinch
63.340000,pinch
65.020000,pinch
66.740000,pinch
68.460000,pinch
70.320000,pinch
71.860000,pinch
73.340000,pinch
74.760000,pinch
76.260000,pinch
77.880000,pinch
79.520000,pinch
81.220000,pinch
83.020000,pinch
84.640000,pinch
86.320000,pinch
88.120000,pinch
89.820000,pinch
94.560000,pinch
96.120000,pinch
97.740000,pinch
99.440000,pinch
101.180000,pinch
102.700000,pinch
104.360000,pinch
106.080000,pinch
108.580000,pinch
110.320000,pinch
112.120000,pinch
113.740000,pinch
115.440000,pinch
116.920000,pinch
118.500000,pinch
120.140000,pinch
121.860000,pinch
123.540000,pinch
125.140000,pinch
126.900000,pinch
128.560000,pinch
130.240000,pinch
131.760000,pinch
133.540000,pinch
135.160000,pinch
136.640000,pinch
138.080000,pinch
139.680000,pinch
141.500000,pinch
143.160000,pinch
144.780000,pinch
146.360000,pinch
147.880000,pinch
149.340000,pinch
150.920000,pinch
152.360000,pinch
153.980000,pinch
155.540000,pinch
157.100000,pinch
158.820000,pinch
160.540000,pinch
162.160000,pinch
164.060000,pinch
