event_time_s,label
8.900000,pinch
10.300000,pinch
11.840000,pinch
13.580000,pinch
15.680000,pinch
17.860000,pinch
19.920000,pinch
21.840000,pinch
23.660000,pinch
25.560000,pinch
27.480000,pinch
29.380000,pinch
31.360000,pinch
33.380000,pinch
35.360000,pinch
37.340000,pinch
39.080000,pinch
41.140000,pinch
42.940000,pinch
44.540000,pinch
46.340000,pinch
48.400000,pinch
50.500000,pinch
52.420000,pinch
54.400000,pinch
56.360000,pinch
58.080000,pinch
60.020000,pinch
62.260000,pinch
