event_time_s,label
4.420000,pinch
5.940000,pinch
7.540000,pinch
9.080000,pinch
10.980000,pinch
12.920000,pinch
15.020000,pinch
17.080000,pinch
19.300000,pinch
21.500000,pinch
23.560000,pinch
25.800000,pinch
27.840000,pinch
31.520000,pinch
33.740000,pinch
35.660000,pinch
37.580000,pinch
39.700000,pinch
41.800000,pinch
44.080000,pinch
46.240000,pinch
48.100000,pinch
49.980000,pinch
52.220000,pinch
53.920000,pinch
55.640000,pinch
57.720000,pinch
59.640000,pinch
61.660000,pinch
63.740000,pinch
66.180000,pinch
68.180000,pinch
69.980000,pinch
71.900000,pinch
73.920000,pinch
76.080000,pinch
77.860000,pinch
79.760000,pinch
81.820000,pinch
