event_time_s,label
4.680000,down
8.400000,down
12.060000,down
15.500000,down
19.100000,down
22.660000,down
26.260000,down
30.120000,down
34.040000,down
38.000000,down
42.260000,down
46.580000,down
50.700000,down
54.440000,down
58.520000,down
62.660000,down
66.940000,down
70.840000,down
75.000000,down
78.580000,down
82.520000,down
86.020000,down
89.780000,down
93.860000,down
97.640000,down
101.800000,down
105.760000,down
109.580000,down
113.800000,down
117.740000,down
