event_time_s,label
18.100000,down
20.940000,down
24.660000,down
27.540000,down
31.260000,down
34.820000,down
38.140000,down
41.460000,down
45.300000,down
49.140000,down
52.660000,down
56.780000,down
60.460000,down
63.640000,down
66.740000,down
70.660000,down
73.920000,down
77.100000,down
80.780000,down
85.240000,down
88.720000,down
92.560000,down
95.860000,down
98.900000,down
102.700000,down
106.460000,down
110.380000,down
113.520000,down
117.460000,down
121.000000,down
