event_time_s,label
4.820000,down
10.140000,down
15.360000,down
20.500000,down
25.240000,down
30.000000,down
35.000000,down
39.900000,down
44.340000,down
49.300000,down
54.380000,down
59.540000,down
64.880000,down
69.120000,down
74.060000,down
78.800000,down
83.560000,down
87.920000,down
92.400000,down
96.980000,down
101.300000,down
105.240000,down
110.000000,down
114.380000,down
118.520000,down
122.980000,down
127.860000,down
132.280000,down
136.400000,down
140.960000,down
145.320000,down
