event_time_s,label
4.360000,down
9.440000,down
14.660000,down
19.840000,down
25.160000,down
30.220000,down
35.300000,down
40.060000,down
45.380000,down
50.840000,down
56.020000,down
60.960000,down
65.900000,down
71.220000,down
76.620000,down
82.600000,down
87.600000,down
92.700000,down
97.820000,down
102.400000,down
107.240000,down
112.540000,down
117.920000,down
123.060000,down
127.980000,down
132.780000,down
137.660000,down
142.040000,down
146.640000,down
151.100000,down
