event_time_s,label
3.640000,down
6.940000,down
10.600000,down
14.540000,down
18.300000,down
21.740000,down
25.440000,down
29.100000,down
33.300000,down
37.020000,down
40.940000,down
44.080000,down
47.660000,down
51.220000,down
54.800000,down
58.400000,down
62.420000,down
65.720000,down
69.280000,down
73.240000,down
76.540000,down
80.020000,down
83.620000,down
87.200000,down
90.480000,down
94.000000,down
97.320000,down
100.560000,down
103.920000,down
107.580000,down
