event_time_s,label
4.200000,down
8.380000,down
13.340000,down
18.300000,down
23.180000,down
27.740000,down
32.220000,down
36.960000,down
42.480000,down
46.920000,down
51.940000,down
56.660000,down
61.120000,down
66.000000,down
70.020000,down
74.380000,down
78.480000,down
82.440000,down
86.360000,down
90.180000,down
93.580000,down
97.100000,down
100.580000,down
104.340000,down
107.520000,down
111.420000,down
115.080000,down
118.560000,down
122.760000,down
127.080000,down
