event_time_s,label
6.080000,down
11.720000,down
17.940000,down
23.840000,down
30.380000,down
36.600000,down
43.020000,down
48.940000,down
54.420000,down
59.460000,down
64.900000,down
69.800000,down
75.080000,down
80.640000,down
85.920000,down
91.300000,down
96.180000,down
100.900000,down
106.540000,down
111.420000,down
116.240000,down
121.180000,down
126.340000,down
131.520000,down
137.080000,down
141.900000,down
147.320000,down
152.460000,down
157.400000,down
162.400000,down
