event_time_s,label
4.140000,down
8.900000,down
13.940000,down
18.400000,down
22.880000,down
27.320000,down
32.720000,down
37.080000,down
41.600000,down
46.120000,down
50.440000,down
54.640000,down
58.820000,down
63.240000,down
67.560000,down
71.880000,down
76.400000,down
80.920000,down
85.680000,down
90.020000,down
94.640000,down
98.900000,down
103.740000,down
108.340000,down
113.040000,down
117.920000,down
122.780000,down
127.200000,down
132.060000,down
136.860000,down
