event_time_s,label
3.980000,down
8.240000,down
12.400000,down
16.700000,down
21.240000,down
25.500000,down
30.040000,down
34.180000,down
38.780000,down
43.160000,down
47.440000,down
52.400000,down
57.000000,down
61.700000,down
66.440000,down
71.760000,down
76.740000,down
81.600000,down
86.400000,down
91.260000,down
95.860000,down
100.360000,down
104.640000,down
109.340000,down
113.740000,down
118.140000,down
122.240000,down
127.400000,down
131.880000,down
136.160000,down
