event_time_s,label
5.380000,down
9.940000,down
14.680000,down
19.180000,down
23.660000,down
28.460000,down
33.520000,down
38.500000,down
43.620000,down
48.440000,down
54.480000,down
59.200000,down
64.480000,down
70.460000,down
75.060000,down
79.960000,down
84.980000,down
89.480000,down
94.500000,down
98.700000,down
102.480000,down
107.040000,down
111.520000,down
116.280000,down
121.240000,down
126.700000,down
131.380000,down
135.960000,down
141.020000,down
146.020000,down
151.180000,down
156.040000,down
161.380000,down
166.980000,down
172.000000,down
177.120000,down
182.560000,down
187.300000,down
192.060000,down
197.040000,down
202.120000,down
206.600000,down
211.540000,down
216.580000,down
222.220000,down
227.280000,down
230.940000,down
236.040000,down
240.660000,down
245.600000,down
250.360000,down
255.140000,down
259.640000,down
264.840000,down
269.660000,down
274.460000,down
279.300000,down
284.920000,down
289.680000,down
294.360000,down
297.280000,down
301.460000,down
305.760000,down
309.940000,down
314.020000,down
317.700000,down
321.660000,down
325.940000,down
329.700000,down
332.920000,down
335.840000,down
338.680000,down
341.760000,down
344.660000,down
347.500000,down
350.100000,down
353.100000,down
356.200000,down
359.160000,down
