event_time_s,label
4.580000,down
8.100000,down
12.180000,down
15.680000,down
19.340000,down
23.000000,down
26.460000,down
30.160000,down
33.980000,down
37.940000,down
42.120000,down
46.400000,down
50.300000,down
54.600000,down
58.580000,down
62.960000,down
66.860000,down
70.880000,down
75.600000,down
79.700000,down
83.720000,down
87.840000,down
91.980000,down
96.360000,down
100.820000,down
105.060000,down
109.460000,down
113.800000,down
118.140000,down
122.280000,down
