event_time_s,label
4.920000,down
8.540000,down
12.360000,down
15.880000,down
19.800000,down
23.720000,down
27.800000,down
32.000000,down
35.800000,down
39.580000,down
43.900000,down
47.720000,down
51.880000,down
55.620000,down
59.660000,down
63.660000,down
67.820000,down
71.740000,down
76.040000,down
80.160000,down
84.280000,down
88.420000,down
92.660000,down
97.000000,down
101.720000,down
105.920000,down
110.260000,down
114.620000,down
118.520000,down
122.900000,down
