event_time_s,label
11.720000,down
17.100000,down
22.400000,down
27.940000,down
32.580000,down
37.420000,down
42.080000,down
47.180000,down
52.920000,down
58.180000,down
62.820000,down
67.380000,down
71.840000,down
76.180000,down
80.020000,down
84.160000,down
88.620000,down
93.000000,down
97.480000,down
101.760000,down
105.980000,down
109.880000,down
114.460000,down
118.600000,down
123.420000,down
127.820000,down
132.380000,down
136.960000,down
141.600000,down
146.540000,down
