event_time_s,label
4.740000,down
10.200000,down
15.620000,down
21.620000,down
27.860000,down
32.920000,down
38.580000,down
44.340000,down
50.440000,down
56.720000,down
63.000000,down
68.900000,down
75.060000,down
81.240000,down
87.420000,down
93.700000,down
99.920000,down
105.880000,down
112.340000,down
118.280000,down
124.760000,down
131.240000,down
136.880000,down
143.000000,down
148.480000,down
154.120000,down
159.700000,down
165.720000,down
171.880000,down
177.340000,down
