event_time_s,label
8.040000,down
12.100000,down
15.980000,down
19.360000,down
23.040000,down
26.660000,down
30.700000,down
34.240000,down
37.920000,down
41.720000,down
45.120000,down
49.060000,down
52.420000,down
56.360000,down
60.140000,down
63.920000,down
67.200000,down
70.480000,down
73.840000,down
77.500000,down
81.180000,down
84.820000,down
88.260000,down
91.940000,down
95.360000,down
98.620000,down
101.940000,down
105.620000,down
108.700000,down
111.660000,down
