event_time_s,label
3.480000,down
7.380000,down
11.760000,down
15.600000,down
19.820000,down
23.840000,down
27.620000,down
31.500000,down
35.060000,down
39.080000,down
42.680000,down
46.300000,down
49.500000,down
53.280000,down
56.880000,down
60.180000,down
63.620000,down
67.140000,down
70.560000,down
74.080000,down
78.040000,down
81.180000,down
85.140000,down
88.900000,down
92.720000,down
96.780000,down
100.440000,down
104.040000,down
107.940000,down
111.140000,down
