event_time_s,label
3.620000,down
6.780000,down
10.200000,down
13.520000,down
16.740000,down
20.040000,down
23.100000,down
26.240000,down
29.360000,down
32.960000,down
36.460000,down
39.940000,down
43.740000,down
47.440000,down
50.700000,down
54.380000,down
58.040000,down
61.500000,down
64.920000,down
68.600000,down
72.240000,down
76.260000,down
80.320000,down
84.820000,down
88.760000,down
92.800000,down
96.580000,down
100.680000,down
104.280000,down
108.480000,down
