event_time_s,label
4.860000,down
8.180000,down
12.360000,down
15.880000,down
19.500000,down
22.800000,down
26.460000,down
30.020000,down
33.760000,down
37.560000,down
40.880000,down
45.040000,down
48.720000,down
52.940000,down
56.340000,down
59.580000,down
62.540000,down
65.260000,down
68.600000,down
71.860000,down
76.040000,down
79.620000,down
82.820000,down
85.900000,down
88.980000,down
92.300000,down
95.680000,down
99.320000,down
103.140000,down
106.740000,down
110.000000,down
