event_time_s,label
3.540000,down
8.140000,down
12.440000,down
16.980000,down
21.840000,down
26.060000,down
31.160000,down
35.380000,down
40.480000,down
45.100000,down
49.720000,down
53.760000,down
58.140000,down
62.420000,down
67.080000,down
71.200000,down
75.760000,down
80.300000,down
84.520000,down
89.360000,down
93.960000,down
98.200000,down
103.480000,down
107.820000,down
111.780000,down
116.260000,down
120.620000,down
125.300000,down
129.700000,down
133.820000,down
