event_time_s,label
4.260000,down
8.840000,down
13.760000,down
19.200000,down
23.780000,down
28.580000,down
32.980000,down
37.280000,down
41.540000,down
45.680000,down
50.400000,down
55.000000,down
58.780000,down
63.020000,down
67.280000,down
71.360000,down
75.440000,down
79.600000,down
83.720000,down
87.820000,down
91.900000,down
97.520000,down
103.240000,down
108.340000,down
112.540000,down
117.420000,down
122.100000,down
126.820000,down
131.860000,down
136.620000,down
142.200000,down
147.300000,down
151.100000,down
155.860000,down
160.120000,down
164.300000,down
168.400000,down
172.120000,down
175.900000,down
180.620000,down
184.720000,down
188.740000,down
192.640000,down
196.320000,down
199.960000,down
203.440000,down
207.960000,down
212.380000,down
216.640000,down
220.420000,down
224.600000,down
228.700000,down
232.780000,down
236.900000,down
