event_time_s,label
5.280000,down
8.880000,down
13.320000,down
17.040000,down
21.360000,down
26.040000,down
30.460000,down
33.460000,down
36.920000,down
39.820000,down
43.480000,down
47.060000,down
51.400000,down
54.940000,down
58.620000,down
62.320000,down
66.000000,down
69.660000,down
72.840000,down
76.300000,down
79.720000,down
83.300000,down
87.440000,down
91.540000,down
95.180000,down
98.640000,down
102.280000,down
106.080000,down
109.780000,down
113.560000,down
