event_time_s,label
7.780000,down
13.460000,down
17.240000,down
20.680000,down
24.120000,down
28.540000,down
33.480000,down
37.800000,down
41.500000,down
45.740000,down
49.740000,down
53.440000,down
57.720000,down
62.120000,down
66.980000,down
71.380000,down
75.460000,down
79.340000,down
83.180000,down
87.080000,down
91.020000,down
95.100000,down
99.380000,down
103.480000,down
107.180000,down
111.140000,down
115.080000,down
119.160000,down
123.360000,down
127.200000,down
