event_time_s,label
3.080000,down
7.060000,down
10.820000,down
14.740000,down
19.100000,down
23.080000,down
26.740000,down
30.600000,down
34.520000,down
37.520000,down
41.040000,down
44.540000,down
47.960000,down
51.660000,down
55.120000,down
58.620000,down
62.040000,down
65.800000,down
69.500000,down
73.120000,down
76.840000,down
80.280000,down
84.120000,down
87.480000,down
90.920000,down
94.200000,down
97.440000,down
100.620000,down
104.180000,down
107.880000,down
