event_time_s,label
4.520000,down
7.580000,down
10.960000,down
14.360000,down
17.800000,down
21.140000,down
24.200000,down
27.520000,down
31.340000,down
35.380000,down
38.260000,down
41.500000,down
45.620000,down
49.360000,down
53.840000,down
57.500000,down
61.860000,down
65.540000,down
69.800000,down
73.780000,down
78.080000,down
81.860000,down
85.420000,down
89.200000,down
92.720000,down
96.220000,down
99.580000,down
103.200000,down
105.920000,down
109.020000,down
