event_time_s,label
4.580000,down
7.820000,down
10.940000,down
14.280000,down
18.200000,down
21.580000,down
25.440000,down
28.600000,down
31.840000,down
35.280000,down
39.200000,down
42.500000,down
45.760000,down
48.860000,down
52.300000,down
55.740000,down
59.080000,down
62.540000,down
65.900000,down
69.140000,down
72.460000,down
75.640000,down
78.680000,down
81.760000,down
85.040000,down
88.320000,down
91.540000,down
94.760000,down
98.120000,down
101.480000,down
105.100000,down
108.640000,down
112.060000,down
115.240000,down
118.760000,down
122.480000,down
126.100000,down
129.480000,down
132.860000,down
136.540000,down
140.460000,down
143.820000,down
147.460000,down
150.800000,down
154.400000,down
158.080000,down
161.800000,down
165.160000,down
168.840000,down
172.560000,down
176.100000,down
179.860000,down
183.220000,down
186.540000,down
190.260000,down
194.360000,down
197.980000,down
201.740000,down
205.380000,down
208.980000,down
212.720000,down
216.400000,down
220.220000,down
223.480000,down
226.880000,down
230.440000,down
233.780000,down
237.020000,down
240.340000,down
243.820000,down
247.000000,down
250.280000,down
253.760000,down
256.820000,down
260.280000,down
264.080000,down
267.500000,down
271.040000,down
274.260000,down
277.320000,down
280.420000,down
284.000000,down
287.440000,down
290.380000,down
293.620000,down
297.160000,down
300.600000,down
