event_time_s,label
4.360000,down
8.460000,down
11.820000,down
15.080000,down
19.100000,down
23.400000,down
27.520000,down
32.180000,down
36.180000,down
40.100000,down
44.260000,down
48.360000,down
52.560000,down
56.480000,down
60.120000,down
63.500000,down
66.180000,down
69.860000,down
74.880000,down
79.360000,down
85.720000,down
90.980000,down
95.500000,down
100.700000,down
105.740000,down
110.700000,down
114.340000,down
117.740000,down
121.020000,down
124.540000,down
