event_time_s,label
4.140000,down
7.540000,down
11.300000,down
15.100000,down
18.980000,down
22.640000,down
26.540000,down
30.140000,down
34.600000,down
39.420000,down
43.660000,down
47.820000,down
52.060000,down
56.500000,down
60.880000,down
64.820000,down
69.560000,down
74.040000,down
78.720000,down
83.200000,down
87.480000,down
91.780000,down
96.500000,down
100.900000,down
105.340000,down
109.340000,down
113.920000,down
118.340000,down
122.640000,down
126.980000,down
